Название фильма,Название фильма на анг,Ссылка,Режиссер,Страна,Год выпуска,Жанры,Актеры,Продолжительность,Рейтинг,Количество Оценок
Человек из Рима ,The Man from Rome,https://www.kinopoisk.ru/film/1149064/,Серджо Дау,Испания,2022,триллер,"Ричард Армитедж, Амайя Саламанка",115,6.4,28 886
Безумный Макс 3: Под куполом грома,Mad Max Beyond Thunderdome,https://www.kinopoisk.ru/film/15062/,Джордж Миллер,Австралия,1985,фантастика,"Мэл Гибсон, Брюс Спенс",107,6.2,28 886
Дикий,Braven,https://www.kinopoisk.ru/film/940531/,Лин Одинг,Канада,2017,боевик,"Джейсон Момоа, Гаррет Диллахант",94,5.9,28 880
Последствия,Aftermath,https://www.kinopoisk.ru/film/954066/,Эллиотт Лестер,США,2016,триллер,"Арнольд Шварценеггер, Скут Макнэри",94,5.8,28 871
Невероятные приключения Факира,The Extraordinary Journey of the Fakir,https://www.kinopoisk.ru/film/957726/,Кен Скотт,Франция,2018,комедия,"Дхануш, Беренис Бежо",92,7.4,28 850
Неприкасаемые,Les Lyonnais,https://www.kinopoisk.ru/film/568696/,Оливье Маршаль,Франция,2011,драма,"Жерар Ланвен, Чеки Карио",102,7.4,28 841
Районы,,https://www.kinopoisk.ru/film/977968/,Акан Сатаев,Казахстан,2016,драма,"Шарип Серик, Асель Сагатова",90,7.1,28 830
Подарок на Рождество,Jingle All the Way,https://www.kinopoisk.ru/film/6300/,Брайан Левант,США,1996,комедия,"Арнольд Шварценеггер, Синбад",89,6.7,28 827
Моя ужасная сестра,,https://www.kinopoisk.ru/film/1445167/,Александр Галибин,Россия,2022,комедия,"София Петрова, Марта Кесслер",76,7.0,28 825
Шафт,Shaft,https://www.kinopoisk.ru/film/908691/,Тим Стори,США,2019,боевик,"Сэмюэл Л. Джексон, Джесси Ашер",111,6.6,28 823
Блондинка в шоколаде,Pledge This!,https://www.kinopoisk.ru/film/81620/,Уильям Хейнс,США,2006,комедия,"Пэрис Хилтон, Паула Гарсес",91,1.6,28 812
Лес призраков,The Forest,https://www.kinopoisk.ru/film/817679/,Джейсон Зада,США,2015,ужасы,"Натали Дормер, Оуэн Мэкен",93,5.3,28 806
Великолепный,Boh lei chun,https://www.kinopoisk.ru/film/22803/,Винсент Кок,Гонконг,1999,боевик,"Джеки Чан, Шу Ци",96,7.3,28 806
Возвращение,Volver,https://www.kinopoisk.ru/film/102185/,Педро Альмодовар,Испания,2006,драма,"Пенелопа Крус, Кармен Маура",116,7.7,28 790
Маленькие чудовища,Little Monsters,https://www.kinopoisk.ru/film/1091939/,Эйб Форсайт,Австралия,2019,ужасы,"Лупита Нионго, Александр Инглэнд",93,6.3,28 768
Викинги против пришельцев,Outlander,https://www.kinopoisk.ru/film/195457/,Ховард МакКейн,США,2008,фантастика,"Джеймс Кэвизел, София Майлс",115,6.3,28 766
Урфин Джюс и его деревянные солдаты,,https://www.kinopoisk.ru/film/839111/,Владимир Торопчин,Россия,2017,мультфильм,"Константин Хабенский, Екатерина Гороховская",88,6.0,28 752
Садко,,https://www.kinopoisk.ru/film/842709/,Максим Волков,Россия,2017,мультфильм,"Тимур Гарипов, Любовь Аксёнова",81,6.2,28 736
Привидение,Every Day,https://www.kinopoisk.ru/film/1047724/,Майкл Сакси,Великобритания,2018,фэнтези,"Энгаури Райс, Джастис Смит",97,6.7,28 729
Высший пилотаж,Sky High,https://www.kinopoisk.ru/film/81528/,Майк Митчелл,США,2005,фантастика,"Майкл Ангарано, Курт Рассел",100,6.4,28 708
Карантин,Quarantine,https://www.kinopoisk.ru/film/397229/,Джон Эрик Даудл,США,2008,ужасы,"Дженнифер Карпентер, Стив Харрис",89,6.3,28 707
Проза бродячих псов. Фильм,Bungo sutorei doggusu: deddo appuru,https://www.kinopoisk.ru/film/1096004/,Такуя Игараси,Япония,2018,аниме,"Юто Уэмура, Кадзуя Накаи",92,7.7,28 702
Оборотни внутри,Werewolves Within,https://www.kinopoisk.ru/film/1347589/,Джош Рубен,США,2020,ужасы,"Сэм Ричардсон, Милана Вайнтруб",96,6.0,28 674
Хотя бы в кино 2,Хотя бы кинода 2,https://www.kinopoisk.ru/film/5275397/,Ернар Нургалиев,Казахстан,2023,комедия,"Кайрат Адилгерей, Дарига Бадыкова",,7.0,28 674
Про любоff,,https://www.kinopoisk.ru/film/468184/,Ольга Субботина,Россия,2010,мелодрама,"Фёдор Бондарчук, Ольга Сутулова",106,6.3,28 675
Золотой глаз,GoldenEye,https://www.kinopoisk.ru/film/3556/,Мартин Кэмпбелл,Великобритания,1995,боевик,"Пирс Броснан, Шон Бин",130,7.0,28 661
13 убийц,Jusan-nin no shikaku,https://www.kinopoisk.ru/film/466582/,Такаси Миике,Япония,2010,боевик,"Кодзи Якусё, Такаюки Ямада",141,7.1,28 660
Однажды на Диком Западе,C'era una volta il West,https://www.kinopoisk.ru/film/376/,Серджио Леоне,Италия,1968,вестерн,"Чарльз Бронсон, Клаудия Кардинале",165,8.0,28 639
Бартон Финк,Barton Fink,https://www.kinopoisk.ru/film/2890/,Джоэл Коэн,Великобритания,1991,драма,"Джон Туртурро, Джон Гудман",117,7.7,28 632
Вы умрёте или мы вернём вам деньги,Dead in a Week (Or Your Money Back),https://www.kinopoisk.ru/film/829659/,Том Эдмундс,Великобритания,2017,боевик,"Том Уилкинсон, Анайрин Барнард",90,6.6,28 624
Отель «Артемида»,Hotel Artemis,https://www.kinopoisk.ru/film/1023331/,Дрю Пирс,США,2018,фантастика,"Джоди Фостер, Стерлинг К. Браун",90,6.1,28 603
Черная бабочка,Black Butterfly,https://www.kinopoisk.ru/film/638052/,Брайан Гудман,США,2016,триллер,"Антонио Бандерас, Джонатан Риз Майерс",93,6.5,28 592
Освобождение: Направление главного удара,,https://www.kinopoisk.ru/film/46318/,Юрий Озеров,СССР,1970,драма,"Михаил Ульянов, Владлен Давыдов",123,8.2,28 587
Артистка,,https://www.kinopoisk.ru/film/281769/,Станислав Говорухин,Россия,2007,драма,"Евгения Добровольская, Мария Аронова",96,7.3,28 574
Пятнадцать минут войны,L'Intervention,https://www.kinopoisk.ru/film/1115288/,Фред Гривуа,Франция,2019,боевик,"Альбан Ленуар, Ольга Куриленко",98,6.9,28 568
Бэйб: Четвероногий малыш,Babe,https://www.kinopoisk.ru/film/3829/,Крис Нунен,Австралия,1995,драма,"Джеймс Кромуэлл, Магда Шубански",91,7.0,28 565
Легенда о самбо,,https://www.kinopoisk.ru/film/1006672/,Андрей Богатырев,Россия,2023,спорт,"Вольфганг Черни, Дмитрий Павленко",104,6.8,28 524
Беспредел,Autoreiji,https://www.kinopoisk.ru/film/468363/,Такеши Китано,Япония,2010,криминал,"Такеши Китано, Киппэй Сина",110,7.0,28 513
Гарольд и Кумар уходят в отрыв,Harold & Kumar Go to White Castle,https://www.kinopoisk.ru/film/39881/,Дэнни Лейнер,США,2004,комедия,"Джон Чо, Кэл Пенн",88,6.7,28 509
Девятая жизнь Луи Дракса,The 9th Life of Louis Drax,https://www.kinopoisk.ru/film/842442/,Александр Ажа,Канада,2015,триллер,"Джейми Дорнан, Эйден Лонгуорт",108,6.7,28 508
Розовая пантера 2,The Pink Panther 2,https://www.kinopoisk.ru/film/259475/,Харольд Цварт,США,2009,боевик,"Стив Мартин, Жан Рено",92,6.2,28 493
Судьба диверсанта,,https://www.kinopoisk.ru/film/1274273/,Дмитрий Астрахан,Россия,2020,драма,"Алексей Суренский, Андрей Смоляков",117,6.5,28 493
14+ Продолжение,,https://www.kinopoisk.ru/film/4489519/,Андрей Зайцев,Россия,2023,мелодрама,"Глеб Калюжный, Ульяна Васькович",133,4.4,28 491
Миф,San wa,https://www.kinopoisk.ru/film/24686/,Стэнли Тун,Гонконг,2005,фэнтези,"Джеки Чан, Ким Хи-сон",122,6.9,28 487
Противостояние,The One,https://www.kinopoisk.ru/film/3997/,Джеймс Вон,США,2001,фантастика,"Джет Ли, Джейсон Стэйтем",87,6.9,28 483
Река памяти,,https://www.kinopoisk.ru/film/1005063/,Станислав Назиров,Россия,2016,детектив,"Светлана Смирнова-Кацагаджиева, Станислав Бондаренко",88,6.6,28 469
Ужастики 2: Беспокойный Хэллоуин,Goosebumps 2: Haunted Halloween,https://www.kinopoisk.ru/film/975287/,Эри Сандел,США,2018,фэнтези,"Мэдисон Айсмен, Джереми Рэй Тейлор",90,6.0,28 457
Большие мамочки: Сын как отец,"Big Mommas: Like Father, Like Son",https://www.kinopoisk.ru/film/468983/,Джон Уайтселл,США,2011,боевик,"Мартин Лоуренс, Брэндон Т. Джексон",103,5.9,28 454
Завтра не умрет никогда,Tomorrow Never Dies,https://www.kinopoisk.ru/film/8141/,Роджер Споттисвуд,Великобритания,1997,боевик,"Пирс Броснан, Джонатан Прайс",119,7.1,28 447
Парк культуры и отдыха,Adventureland,https://www.kinopoisk.ru/film/395781/,Грег Моттола,США,2008,драма,"Джесси Айзенберг, Кристен Стюарт",107,6.7,28 433
Высота,,https://www.kinopoisk.ru/film/45976/,Александр Зархи,СССР,1957,драма,"Николай Рыбников, Инна Макарова",94,7.9,28 400
СуперБобровы. Народные мстители,,https://www.kinopoisk.ru/film/984358/,Дмитрий Дьяченко,Россия,2018,комедия,"Павел Деревянко, Роман Мадянов",90,5.2,28 394
"Ничего, кроме правды",Nothing But the Truth,https://www.kinopoisk.ru/film/397537/,Род Лури,США,2008,триллер,"Кейт Бекинсейл, Мэтт Диллон",108,7.1,28 388
Облако-рай,,https://www.kinopoisk.ru/film/42694/,Николай Досталь,СССР,1990,комедия,"Андрей Жигалов, Сергей Баталов",76,8.0,28 370
